gene	name	best_mech	resfam_mech	megares_mech	card_mech	cardisamech
B335-3_scaffold_1229_8	arnA	Phosphoethanolamine Transferase		Phosphoethanolamine Transferase		phosphoethanolamine transferase conferring colistin resistance,pmr phosphoethanolamine transferase,gene altering cell wall charge,determinant of polymyxin resistance
B335-3_scaffold_1007_2	AcrF	Efflux	Efflux	Aminoglycoside efflux pumps		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B335-3_scaffold_1925_7	sul2	Sulfonamide Resistant Dihydropteroate Synthases		Sulfonamide Resistant Dihydropteroate Synthases		determinant of antibiotic resistance,sulfonamide resistant dihydropteroate synthase,determinant of sulfonamide resistance,sulfonamide resistant sul,antibiotic target replacement protein
B335-3_scaffold_299_12	CMY-82	Beta-Lactamase-Class C	Beta-Lactamase-Class C	Class C betalactamases		CMY beta-lactamase,CMY-LAT-MOX beta-lactamase,CMY-MOX beta-lactamase,CMY-LAT beta-lactamase
B335-3_scaffold_108_60	emrR	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B335-3_scaffold_302_12	tetA(46)	Tetracycline MFS Efflux	Efflux,Tetracycline MFS Efflux			subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B335-3_scaffold_43_7	emrR	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B335-3_scaffold_3_121	bacA	Undecaprenyl Pyrophosphate Phosphatase		Undecaprenyl Pyrophosphate Phosphatase		determinant of resistance to peptide antibiotics,determinant of antibiotic resistance,bacitracin resistance gene,protein(s) conferring antibiotic resistance via molecular bypass,undecaprenyl pyrophosphate related proteins conferring resistance to bacitracin
B335-3_scaffold_251_23	Enterobacter cloacae rob	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		rob,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B335-3_scaffold_3328_5	emrD	Efflux	Efflux	Efflux		efflux pump complex or subunit conferring antibiotic resistance,major facilitator superfamily (MFS) antibiotic efflux pump,determinant of antibiotic resistance
B335-3_scaffold_1842_4	mdtN	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B335-3_scaffold_1925_5	APH(6)-Id	Phosphotransferase	Phosphotransferase	Aminoglycoside O-phosphotransferases		aminoglycoside phosphotransferase (APH),APH(6),determinant of aminoglycoside resistance,antibiotic inactivation enzyme
B335-3_scaffold_1_444	msrB	Efflux	Efflux			efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance,ATP-binding cassette (ABC) antibiotic efflux pump
B335-3_scaffold_879_5	mdtG	Efflux	Efflux	Efflux		efflux pump complex or subunit conferring antibiotic resistance,major facilitator superfamily (MFS) antibiotic efflux pump,determinant of antibiotic resistance
B335-3_scaffold_1915_4	msbA	Efflux	Efflux			efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance,ATP-binding cassette (ABC) antibiotic efflux pump
B335-3_scaffold_1132_11	dfrF	Dihydrofolate Reductase		Dihydrofolate Reductase		determinant of diaminopyrimidine resistance,determinant of antibiotic resistance,trimethoprim resistant dihydrofolate reductase dfr,antibiotic target replacement protein,antibiotic resistant dihydrofolate reductase
B335-3_9|phage|246438|255039_11821_2	Escherichia coli rob	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		rob,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B335-3_scaffold_7_212	SHV-38	Beta-Lactamase-Class A	Beta-Lactamase-Class A	Class A betalactamases		SHV beta-lactamase,LEN beta-lactamase,OKP beta-lactamase,class A beta-lactamase,SHV-LEN beta-lactamase,beta-lactamase
B335-3_scaffold_443_9	emrY	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B335-3_scaffold_11496_2	dfrA12	Dihydrofolate Reductase		Dihydrofolate Reductase		determinant of diaminopyrimidine resistance,determinant of antibiotic resistance,trimethoprim resistant dihydrofolate reductase dfr,antibiotic target replacement protein,antibiotic resistant dihydrofolate reductase
B335-3_scaffold_1036_8	gadX	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B335-3_scaffold_966_2	Escherichia coli acrA	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,acrA
B335-3_scaffold_1036_7	gadW	Gene Modulating Resistance	Gene Modulating Resistance			protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B335-3_scaffold_956_5	baeS	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B335-3_scaffold_3654_3	ErmB	rRNA Methyltransferase	rRNA Methyltransferase	23S rRNA methyltransferases		determinant of lincosamide resistance,23S ribosomal RNA methyltransferase,determinant of macrolide resistance,rRNA methyltransferase conferring antibiotic resistance,determinant of streptogramin resistance,determinant of antibiotic resistance,Erm 23S ribosomal RNA methyltransferase
B335-3_scaffold_701_8	CTX-M-15	Beta-Lactamase-Class A	Beta-Lactamase-Class A	Class A betalactamases		cephalosporin,ceftriaxone,cephem,cefalotin,CTX-M beta-lactamase,class A beta-lactamase,beta-lactamase
B335-3_scaffold_67_38	Escherichia coli CpxR	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,CpxR
B335-3_scaffold_2436_6	AAC(6')-Ie-APH(2'')-Ia	Acetyltransferase	Acetyltransferase	Acetyltransferase		AAC(6'),aminoglycoside acetyltransferase (AAC),APH(2''),aminoglycoside phosphotransferase (APH),determinant of aminoglycoside resistance,antibiotic inactivation enzyme
B335-3_scaffold_57_126	dfrA21	Dihydrofolate Reductase		Dihydrofolate Reductase		determinant of diaminopyrimidine resistance,determinant of antibiotic resistance,trimethoprim resistant dihydrofolate reductase dfr,antibiotic target replacement protein,antibiotic resistant dihydrofolate reductase
B335-3_scaffold_3949_3	AAC(6')-Ie-APH(2'')-Ia	Phosphotransferase,Acetyltransferase	Phosphotransferase,Acetyltransferase	Acetyltransferase		AAC(6'),aminoglycoside acetyltransferase (AAC),APH(2''),aminoglycoside phosphotransferase (APH),determinant of aminoglycoside resistance,antibiotic inactivation enzyme
B335-3_scaffold_966_3	acrB	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B335-3_scaffold_4_188	Escherichia coli acrA	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,acrA
B335-3_scaffold_1036_4	mdtE	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B335-3_scaffold_2_537	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	Fosfomycin Transporter			Fosfomycin Transporter	GlpT,antibiotic resistant gene variant or mutant,determinant of antibiotic resistance,determinant of fosfomycin resistance
B335-3_scaffold_108_18	oqxB	Efflux	Efflux			subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B335-3_scaffold_443_8	emrK	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B335-3_scaffold_71_9	CRP	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B335-3_scaffold_443_7	evgA	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B335-3_scaffold_956_6	baeR	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B335-3_scaffold_57_127	aadA2	Nucleotidyltransferase	Nucleotidyltransferase	Aminoglycoside O-nucleotidyltransferases		ANT(3'')-Ia,aminoglycoside nucleotidyltransferase (ANT),ANT(3'')
B335-3_scaffold_38_56	cpxA	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B335-3_scaffold_7993_1	CRP	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B335-3_scaffold_1670_1	patA	Efflux	Efflux			subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B335-3_scaffold_7_47	Klebsiella pneumoniae OmpK37	General Bacterial Porin Conferring Beta-lactam Resistance			General Bacterial Porin Conferring Beta-lactam Resistance	General Bacterial Porin with reduced permeability to beta-lactams,determinant of beta-lactam resistance,protein modulating permeability to antibiotic,determinant of antibiotic resistance,General Bacterial Porin (GBP)
B335-3_scaffold_832_8	TolC	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B335-3_scaffold_73_57	kdpE	Gene Modulating Resistance	Gene Modulating Resistance			protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B335-3_scaffold_4242_2	mdtA	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B335-3_scaffold_3159_1	msrB	Efflux	Efflux			efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance,ATP-binding cassette (ABC) antibiotic efflux pump
B335-3_scaffold_957_2	mel	Efflux	Efflux	Macrolide resistance efflux pumps		efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance,ATP-binding cassette (ABC) antibiotic efflux pump
B335-3_scaffold_11215_1	dfrA14	Dihydrofolate Reductase		Dihydrofolate Reductase		determinant of diaminopyrimidine resistance,determinant of antibiotic resistance,trimethoprim resistant dihydrofolate reductase dfr,antibiotic target replacement protein,antibiotic resistant dihydrofolate reductase
B335-3_scaffold_2556_3	aad(6)	Nucleotidyltransferase	Nucleotidyltransferase	Aminoglycoside O-nucleotidyltransferases		ANT(6),aminoglycoside nucleotidyltransferase (ANT),determinant of aminoglycoside resistance,antibiotic inactivation enzyme
B335-3_scaffold_8239_1	leuO	Gene Modulating Resistance	Gene Modulating Resistance			protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B335-3_scaffold_108_17	oqxA	Efflux	Efflux			subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B335-3_scaffold_883_6	Escherichia coli rob	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		rob,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B335-3_scaffold_382_15	MdfA	Efflux	Efflux	Efflux		efflux pump complex or subunit conferring antibiotic resistance,major facilitator superfamily (MFS) antibiotic efflux pump,determinant of antibiotic resistance
B335-3_scaffold_83_30	efmA	Efflux	Efflux			efflux pump complex or subunit conferring antibiotic resistance,major facilitator superfamily (MFS) antibiotic efflux pump,determinant of antibiotic resistance
B335-3_scaffold_5_296	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	Fosfomycin Transporter			Fosfomycin Transporter	antibiotic resistant gene variant or mutant,determinant of antibiotic resistance,determinant of fosfomycin resistance,UhpT
B335-3_scaffold_96_12	FosA6	Fosfomycin Thiol Transferase		Fosfomycin Thiol Transferase	Fosfomycin Thiol Transferase	fosfomycin thiol transferase,fosfomycin inactivation enzyme,determinant of fosfomycin resistance,antibiotic inactivation enzyme
B335-3_scaffold_7974_1	Escherichia coli emrE	Efflux	Efflux	Efflux		efflux pump complex or subunit conferring antibiotic resistance,small multidrug resistance (SMR) antibiotic efflux pump,emrE
B335-3_scaffold_390_3	PmrC	Phosphoethanolamine Transferase		Phosphoethanolamine Transferase		phosphoethanolamine transferase conferring colistin resistance,pmr phosphoethanolamine transferase,gene altering cell wall charge,determinant of polymyxin resistance
B335-3_scaffold_2311_5	Escherichia coli CpxR	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,CpxR
B335-3_scaffold_5_20	CRP	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B335-3_scaffold_38_55	Escherichia coli CpxR	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,CpxR
B357-1_scaffold_1452_2	tetQ	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection	Tetracycline resistance ribosomal protection proteins		tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B357-1_scaffold_6909_2	msrB	Efflux	Efflux			efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance,ATP-binding cassette (ABC) antibiotic efflux pump
B357-1_scaffold_11360_2	bacA	Undecaprenyl Pyrophosphate Phosphatase		Undecaprenyl Pyrophosphate Phosphatase		determinant of resistance to peptide antibiotics,determinant of antibiotic resistance,bacitracin resistance gene,protein(s) conferring antibiotic resistance via molecular bypass,undecaprenyl pyrophosphate related proteins conferring resistance to bacitracin
B357-1_scaffold_6860_2	CfxA2	Beta-Lactamase-Class A	Beta-Lactamase-Class A	Class A betalactamases		beta-lactamase,class A beta-lactamase,CfxA beta-lactamase
B357-1_scaffold_1450_2	tetQ	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection	Tetracycline resistance ribosomal protection proteins		tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B357-1_scaffold_8516_1	mdtP	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B357-1_scaffold_12136_2	APH(6)-Id	Phosphotransferase	Phosphotransferase	Aminoglycoside O-phosphotransferases		aminoglycoside phosphotransferase (APH),APH(6),determinant of aminoglycoside resistance,antibiotic inactivation enzyme
B357-1_scaffold_3239_4	tetO	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection	Tetracycline resistance ribosomal protection proteins		tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B357-1_scaffold_13887_2	Enterobacter cloacae rob	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		rob,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B357-1_scaffold_4_135	CblA-1	Beta-Lactamase-Class A	Beta-Lactamase-Class A	Class A betalactamases		beta-lactamase,class A beta-lactamase,CblA beta-lactamase
B357-1_scaffold_5914_2	msbA	Efflux	Efflux			efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance,ATP-binding cassette (ABC) antibiotic efflux pump
B357-2_scaffold_3138_8	Escherichia coli acrA	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,acrA
B357-2_scaffold_1973_5	bacA	Undecaprenyl Pyrophosphate Phosphatase		Undecaprenyl Pyrophosphate Phosphatase		determinant of resistance to peptide antibiotics,determinant of antibiotic resistance,bacitracin resistance gene,protein(s) conferring antibiotic resistance via molecular bypass,undecaprenyl pyrophosphate related proteins conferring resistance to bacitracin
B357-2_scaffold_12847_1	Escherichia coli CpxR	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,CpxR
B357-2_scaffold_6741_3	baeS	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B357-2_scaffold_3138_9	acrB	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B357-2_scaffold_5142_3	arnA	Phosphoethanolamine Transferase		Phosphoethanolamine Transferase		phosphoethanolamine transferase conferring colistin resistance,pmr phosphoethanolamine transferase,gene altering cell wall charge,determinant of polymyxin resistance
B357-2_scaffold_20827_1	CRP	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B357-2_scaffold_2660_3	emrR	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B357-2_scaffold_1162_7	PmrC	Phosphoethanolamine Transferase		Phosphoethanolamine Transferase		phosphoethanolamine transferase conferring colistin resistance,pmr phosphoethanolamine transferase,gene altering cell wall charge,determinant of polymyxin resistance
B357-2_scaffold_3191_1	gadX	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B357-2_scaffold_2660_2	emrA	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B357-2_scaffold_4029_4	mdtP	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B357-2_scaffold_5489_2	mdtG	Efflux	Efflux	Efflux		efflux pump complex or subunit conferring antibiotic resistance,major facilitator superfamily (MFS) antibiotic efflux pump,determinant of antibiotic resistance
B357-2_scaffold_4029_6	mdtN	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B357-2_scaffold_5757_6	Escherichia coli emrE	Efflux	Efflux	Efflux		efflux pump complex or subunit conferring antibiotic resistance,small multidrug resistance (SMR) antibiotic efflux pump,emrE
B357-2_scaffold_4659_3	patA	Efflux	Efflux			subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B357-2_scaffold_23298_1	kdpE	Gene Modulating Resistance	Gene Modulating Resistance			protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B357-2_scaffold_5654_2	leuO	Gene Modulating Resistance	Gene Modulating Resistance			protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B357-2_scaffold_7997_5	mdtA	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B357-2_scaffold_1867_13	mdtL	Efflux	Efflux	Efflux		efflux pump complex or subunit conferring antibiotic resistance,major facilitator superfamily (MFS) antibiotic efflux pump,determinant of antibiotic resistance
B357-2_scaffold_5128_4	marA	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,protein modulating permeability to antibiotic,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B357-2_scaffold_7060_3	emrK	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B357-2_scaffold_5142_4	PmrF	Phosphoethanolamine Transferase		Phosphoethanolamine Transferase		phosphoethanolamine transferase conferring colistin resistance,pmr phosphoethanolamine transferase,gene altering cell wall charge,determinant of polymyxin resistance
B357-2_scaffold_2259_2	ErmB	rRNA Methyltransferase	rRNA Methyltransferase	23S rRNA methyltransferases		determinant of lincosamide resistance,23S ribosomal RNA methyltransferase,determinant of macrolide resistance,rRNA methyltransferase conferring antibiotic resistance,determinant of streptogramin resistance,determinant of antibiotic resistance,Erm 23S ribosomal RNA methyltransferase
B357-2_scaffold_4425_5	Escherichia coli LamB	Quinolone Resistance	Quinolone Resistance			protein modulating permeability to antibiotic,determinant of antibiotic resistance,gene conferring resistance via absence,Sugar Porin (SP),determinant of tetracycline resistance,determinant of fluoroquinolone resistance
B357-2_scaffold_12416_1	tetO	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection	Tetracycline resistance ribosomal protection proteins		tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B357-2_scaffold_11834_2	AcrE	Efflux	Efflux	Aminoglycoside efflux pumps		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B357-2_scaffold_4029_5	mdtO	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B357-2_scaffold_3470_11	AcrS	Gene Modulating Resistance	Gene Modulating Resistance	Aminoglycoside efflux regulator		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B357-2_scaffold_15149_1	clbA	rRNA Methyltransferase		rRNA Methyltransferases		determinant of lincosamide resistance,Cfr 23S ribosomal RNA methyltransferase,determinant of linezolid resistance,23S ribosomal RNA methyltransferase,determinant of macrolide resistance,rRNA methyltransferase conferring antibiotic resistance,determinant of streptogramin resistance,determinant of phenicol resistance,determinant of antibiotic resistance
B357-2_scaffold_10668_2	CfxA2	Beta-Lactamase-Class A	Beta-Lactamase-Class A	Class A betalactamases		beta-lactamase,class A beta-lactamase,CfxA beta-lactamase
B357-2_scaffold_12847_2	cpxA	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B357-2_scaffold_16207_3	msrB	Efflux	Efflux			efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance,ATP-binding cassette (ABC) antibiotic efflux pump
B357-2_scaffold_3300_6	TolC	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B357-2_scaffold_46_11	CblA-1	Beta-Lactamase-Class A	Beta-Lactamase-Class A	Class A betalactamases		beta-lactamase,class A beta-lactamase,CblA beta-lactamase
B357-2_scaffold_9510_1	CRP	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B357-2_scaffold_7060_2	evgA	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B357-2_scaffold_9477_6	mel	Efflux	Efflux	Macrolide resistance efflux pumps		efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance,ATP-binding cassette (ABC) antibiotic efflux pump
B357-2_scaffold_3191_4	mdtF	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B357-2_scaffold_5200_2	Escherichia coli rob	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		rob,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B357-2_scaffold_16377_2	cat	Acetyltransferase	Acetyltransferase	Chloramphenicol acetyltransferases		determinant of antibiotic resistance,determinant of phenicol resistance,chloramphenicol acetyltransferase (CAT),antibiotic inactivation enzyme
B357-2_scaffold_11958_2	tetW	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection			tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B357-2_scaffold_1442_5	tetQ	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection	Tetracycline resistance ribosomal protection proteins		tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B357-2_scaffold_7060_4	emrY	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B357-2_scaffold_10093_2	mdtH	Efflux	Efflux	Efflux		efflux pump complex or subunit conferring antibiotic resistance,major facilitator superfamily (MFS) antibiotic efflux pump,determinant of antibiotic resistance
B357-2_scaffold_6741_4	baeR	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B357-2_scaffold_3191_5	mdtE	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B357-3_scaffold_7319_2	tetW	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection			tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B357-3_scaffold_3_273	tetQ	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection	Tetracycline resistance ribosomal protection proteins		tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B357-3_scaffold_5485_4	clbA	rRNA Methyltransferase		rRNA Methyltransferases		determinant of lincosamide resistance,Cfr 23S ribosomal RNA methyltransferase,determinant of linezolid resistance,23S ribosomal RNA methyltransferase,determinant of macrolide resistance,rRNA methyltransferase conferring antibiotic resistance,determinant of streptogramin resistance,determinant of phenicol resistance,determinant of antibiotic resistance
B357-3_scaffold_10799_1	tetO	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection	Tetracycline resistance ribosomal protection proteins		tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B357-3_scaffold_29_156	CblA-1	Beta-Lactamase-Class A	Beta-Lactamase-Class A	Class A betalactamases		beta-lactamase,class A beta-lactamase,CblA beta-lactamase
